simulation_id,mu,Delta,chi,p,k,tauc,sleep_time,bedtime,number_of_switches,dlmo,x_f,xc_f,n_f,H_f,S_f
73,19.0,6.0,11.0,0.6,0.7,24.25,7.594999999999999,22.400000000000002,2.0,20.36,-0.7348932351998978,-0.8081000712749854,0.15996243827182915,14.362894847380227,1.0
74,19.0,6.0,11.0,0.6,0.7,24.4,7.475000000000001,22.52,2.0,20.64,-0.6872292636124323,-0.8611856277735985,0.15996243827182915,14.566194482865749,1.0
75,19.0,6.0,11.0,0.6499999999999999,0.4,23.8,7.59,22.135,2.0,19.91,-0.7843205485820804,-0.7194812533814956,0.15553772802774923,14.022679336108268,1.0
76,19.0,6.0,11.0,0.6499999999999999,0.4,23.95,7.600000000000001,22.395,2.0,20.235,-0.7366422944136565,-0.7857189514114991,0.15553772802774923,14.34690674978097,1.0
77,19.0,6.0,11.0,0.6499999999999999,0.4,24.1,7.465,22.53,2.0,20.55,-0.6832634173262644,-0.8444997001182479,0.15553772802774923,14.583236441268372,1.0
78,19.0,6.0,11.0,0.6499999999999999,0.4,24.25,7.32,22.675,2.0,20.855,-0.6246457176007404,-0.8968449456886283,0.15553772802774923,14.824323502376059,1.0
79,19.0,6.0,11.0,0.6499999999999999,0.4,24.4,7.18,22.815,2.0,21.165,-0.5613113938810195,-0.9431619512941539,0.15553772802774923,15.075502607340026,1.0
80,19.0,6.0,11.0,0.6499999999999999,0.475,23.8,7.574999999999999,22.015,2.0,19.785,-0.8035160925382239,-0.6911803640048436,0.15553772802774923,13.876113937203755,1.0
81,19.0,6.0,11.0,0.6499999999999999,0.475,23.95,7.640000000000001,22.31,2.0,20.11,-0.759734715594277,-0.759965994570636,0.15553772802774923,14.22870974105362,1.0
82,19.0,6.0,11.0,0.6499999999999999,0.475,24.1,7.530000000000001,22.465,2.0,20.425,-0.7096183157276517,-0.8214714148330933,0.15553772802774923,14.472740140644106,1.0
83,19.0,6.0,11.0,0.6499999999999999,0.475,24.25,7.395,22.6,2.0,20.73,-0.654607860082494,-0.8757983338207285,0.15553772802774923,14.702964932965205,1.0
84,19.0,6.0,11.0,0.6499999999999999,0.475,24.4,7.254999999999999,22.740000000000002,2.0,21.03,-0.5950652240423063,-0.9239237322074144,0.15553772802774923,14.944621499408004,1.0
